is_hit,pred_prob,batter_name,game_date,game_season,batSide,pitcher_hand,batting_order,weather_condition,weather_temp,weight,height_in_inches,strikeZoneTop,strikeZoneBottom,last_season_ba
0,0.2735,Player_025,2024-06-04,2024,L,R,7,Cloudy,66.0,205.0,74.0,3.54,1.54,0.314
0,0.3074,Player_019,2022-07-22,2022,R,L,1,Sunny,64.0,218.0,70.0,3.67,1.54,0.242
0,0.3394,Player_024,2022-06-09,2022,R,R,1,Cloudy,68.0,208.0,75.0,3.68,1.68,0.258
1,0.1515,Player_003,2024-05-05,2024,R,R,4,Overcast,71.0,177.0,74.0,3.31,1.69,0.293
0,0.3532,Player_011,2022-09-06,2022,R,R,4,Sunny,60.0,205.0,75.0,3.39,1.67,
0,0.2272,Player_032,2022-06-02,2022,L,L,8,Sunny,77.0,186.0,77.0,3.55,1.65,0.303
0,0.2865,Player_024,2024-04-04,2024,L,L,9,Sunny,59.0,180.0,71.0,3.3,1.64,0.317
1,0.2343,Player_033,2023-04-28,2023,L,R,9,Cloudy,76.0,191.0,77.0,3.43,1.64,0.283
1,0.306,Player_038,2024-09-20,2024,R,R,6,Cloudy,69.0,194.0,73.0,3.38,1.6,0.236
1,0.4286,Player_014,2022-08-26,2022,R,L,2,Sunny,78.0,223.0,72.0,3.51,1.58,0.22
1,0.2589,Player_010,2022-07-29,2022,R,L,7,Drizzle,61.0,191.0,75.0,3.54,1.58,0.261
0,0.2678,Player_012,2023-08-19,2023,L,R,5,Sunny,93.0,226.0,70.0,3.38,1.77,0.243
0,0.2837,Player_022,2024-07-25,2024,L,R,5,Sunny,55.0,188.0,75.0,3.51,1.58,0.297
0,0.1772,Player_010,2022-09-11,2022,R,R,5,Sunny,89.0,228.0,77.0,3.46,1.61,0.267
1,0.3814,Player_015,2024-04-17,2024,R,R,8,Overcast,69.0,209.0,71.0,3.7,1.65,0.283
0,0.3219,Player_006,2024-04-11,2024,L,R,4,Overcast,,179.0,74.0,3.33,1.72,0.281
0,0.2266,Player_015,2023-08-04,2023,L,R,9,Overcast,,182.0,76.0,3.64,1.73,0.224
1,0.1789,Player_037,2023-09-21,2023,R,L,5,Overcast,88.0,179.0,74.0,3.7,1.72,0.291
1,0.3011,Player_016,2023-07-14,2023,L,R,7,Sunny,77.0,201.0,77.0,3.52,1.59,0.303
1,0.3452,Player_030,2024-09-20,2024,R,R,9,Sunny,86.0,194.0,76.0,3.57,1.55,0.267
0,0.1894,Player_017,2022-06-12,2022,L,L,8,Cloudy,81.0,178.0,72.0,3.35,1.75,0.278
0,0.3779,Player_017,2024-07-30,2024,L,R,4,Sunny,82.0,219.0,73.0,3.44,1.76,0.234
0,0.2736,Player_026,2023-07-01,2023,R,R,2,Cloudy,,230.0,75.0,3.37,1.77,0.286
0,0.2049,Player_004,2024-09-05,2024,L,L,2,Sunny,65.0,229.0,73.0,3.53,1.76,0.314
0,0.2673,Player_014,2024-07-25,2024,L,R,4,Sunny,88.0,184.0,73.0,3.68,1.61,0.291
0,0.4224,Player_005,2022-06-18,2022,L,R,6,Sunny,89.0,231.0,76.0,3.31,1.55,0.221
1,0.2028,Player_007,2023-05-15,2023,L,R,8,Sunny,83.0,202.0,70.0,3.5,1.7,0.251
0,0.2488,Player_028,2023-05-27,2023,L,R,1,Drizzle,66.0,188.0,73.0,3.59,1.69,0.315
0,0.3667,Player_006,2023-04-14,2023,L,R,5,Sunny,71.0,183.0,73.0,3.47,1.57,0.287
1,0.3152,Player_008,2024-04-27,2024,L,R,9,Drizzle,83.0,224.0,75.0,3.52,1.69,0.252
0,0.2446,Player_022,2022-07-01,2022,L,R,8,Sunny,62.0,191.0,77.0,3.48,1.8,0.28
0,0.3475,Player_013,2023-04-06,2023,R,R,9,Overcast,59.0,216.0,77.0,3.54,1.55,0.236
0,0.3509,Player_004,2024-06-23,2024,R,R,9,Cloudy,71.0,211.0,72.0,3.33,1.61,0.312
0,0.3232,Player_038,2024-04-07,2024,L,R,1,Sunny,76.0,235.0,73.0,3.52,1.62,0.259
1,0.2571,Player_036,2022-04-30,2022,L,R,7,Sunny,90.0,221.0,70.0,3.5,1.56,0.239
0,0.2479,Player_023,2024-08-02,2024,R,R,5,Sunny,67.0,225.0,77.0,3.37,1.74,0.227
0,0.2699,Player_020,2022-04-06,2022,R,L,5,Overcast,63.0,207.0,72.0,3.51,1.71,0.223
1,0.1882,Player_032,2023-05-31,2023,R,R,8,Sunny,83.0,209.0,72.0,3.49,1.57,0.285
0,0.3929,Player_038,2022-05-05,2022,L,R,9,Sunny,90.0,184.0,73.0,3.54,1.76,0.288
1,0.419,Player_004,2023-04-10,2023,L,R,5,Cloudy,89.0,225.0,77.0,3.53,1.63,0.286
0,0.2835,Player_003,2022-05-08,2022,L,R,6,Cloudy,80.0,223.0,77.0,3.46,1.67,0.251
1,0.3249,Player_013,2022-04-21,2022,L,R,5,Sunny,55.0,195.0,72.0,3.61,1.71,0.299
0,0.333,Player_012,2023-04-15,2023,R,L,6,Sunny,81.0,184.0,75.0,3.44,1.76,0.304
0,0.4069,Player_035,2024-07-28,2024,L,L,9,Cloudy,59.0,226.0,71.0,3.49,1.57,0.28
1,0.409,Player_020,2023-04-23,2023,L,R,8,Sunny,,225.0,73.0,3.47,1.68,0.282
1,0.1785,Player_032,2024-09-15,2024,L,R,3,Cloudy,92.0,225.0,75.0,3.49,1.7,0.239
0,0.2579,Player_026,2024-06-26,2024,R,R,8,Sunny,79.0,176.0,74.0,3.62,1.77,0.306
0,0.335,Player_028,2023-06-13,2023,L,R,5,Drizzle,64.0,230.0,77.0,3.58,1.73,0.228
0,0.2454,Player_038,2022-09-05,2022,R,R,6,Cloudy,66.0,198.0,74.0,3.32,1.77,0.3
1,0.4248,Player_023,2022-08-18,2022,L,R,2,Cloudy,84.0,190.0,76.0,3.5,1.52,0.262
1,0.3941,Player_031,2023-06-15,2023,R,R,5,Overcast,85.0,209.0,73.0,3.35,1.63,0.23
0,0.2429,Player_010,2024-09-22,2024,L,R,3,Drizzle,87.0,230.0,75.0,3.59,1.59,0.226
0,0.2686,Player_010,2022-07-05,2022,R,R,1,Overcast,59.0,227.0,76.0,3.69,1.65,0.319
0,0.2275,Player_023,2024-08-05,2024,R,R,8,Cloudy,84.0,185.0,77.0,3.55,1.74,0.277
1,0.2663,Player_036,2024-09-21,2024,S,R,2,Overcast,93.0,238.0,72.0,3.45,1.65,0.264
0,0.2342,Player_002,2024-08-08,2024,R,L,7,Sunny,56.0,225.0,74.0,3.33,1.51,0.313
0,0.3168,Player_020,2022-07-16,2022,R,L,7,Overcast,72.0,235.0,75.0,3.43,1.7,0.266
1,0.1878,Player_008,2024-07-19,2024,R,L,6,Cloudy,84.0,235.0,77.0,3.51,1.5,0.305
0,0.0968,Player_035,2023-07-27,2023,R,R,8,Cloudy,76.0,209.0,70.0,3.65,1.53,0.305
0,0.1877,Player_020,2023-09-23,2023,L,R,2,Overcast,93.0,177.0,70.0,3.51,1.72,0.295
0,0.208,Player_001,2024-08-04,2024,R,R,1,Cloudy,82.0,179.0,70.0,3.69,1.75,0.23
0,0.2341,Player_000,2022-05-24,2022,R,R,8,Cloudy,69.0,215.0,71.0,3.45,1.6,0.315
1,0.2631,Player_025,2024-04-03,2024,R,L,2,Drizzle,79.0,180.0,72.0,3.3,1.67,0.283
0,0.2044,Player_009,2023-08-19,2023,R,R,3,Cloudy,83.0,217.0,72.0,3.55,1.66,0.261
0,0.2152,Player_001,2024-06-26,2024,L,R,7,Sunny,86.0,181.0,70.0,3.39,1.52,0.297
0,0.1849,Player_006,2024-06-13,2024,R,L,5,Sunny,66.0,227.0,77.0,3.4,1.66,0.227
0,0.1919,Player_006,2023-09-16,2023,L,L,2,Cloudy,91.0,192.0,76.0,3.31,1.5,0.238
0,0.2312,Player_013,2022-04-28,2022,L,L,3,Sunny,94.0,181.0,71.0,3.51,1.75,0.288
0,0.2382,Player_028,2022-04-07,2022,R,R,8,Cloudy,63.0,197.0,73.0,3.4,1.72,0.283
0,0.3182,Player_034,2024-08-11,2024,L,L,5,Overcast,63.0,234.0,73.0,3.7,1.59,0.272
0,0.2307,Player_021,2023-09-14,2023,L,R,9,Sunny,70.0,210.0,76.0,3.63,1.58,0.287
1,0.275,Player_037,2024-08-27,2024,L,R,6,Drizzle,67.0,239.0,70.0,3.59,1.56,0.315
0,0.2618,Player_031,2023-09-04,2023,L,R,6,Cloudy,62.0,191.0,76.0,3.44,1.79,0.233
1,0.3566,Player_006,2023-09-03,2023,L,R,4,Drizzle,61.0,218.0,70.0,3.33,1.75,0.254
0,0.2592,Player_029,2024-08-01,2024,L,L,1,Sunny,83.0,187.0,74.0,3.57,1.75,0.249
0,0.3535,Player_009,2024-09-12,2024,R,R,5,Sunny,93.0,202.0,74.0,3.31,1.64,0.314
1,0.2193,Player_038,2023-06-01,2023,L,R,7,Cloudy,58.0,199.0,71.0,3.48,1.74,0.239
0,0.2765,Player_033,2022-08-13,2022,R,R,4,Overcast,77.0,216.0,70.0,3.32,1.68,0.257
1,0.2097,Player_002,2024-04-16,2024,R,L,8,Drizzle,66.0,218.0,73.0,3.52,1.59,0.311
0,0.1942,Player_006,2024-07-03,2024,R,R,7,Overcast,64.0,178.0,77.0,3.52,1.63,0.287
0,0.2953,Player_017,2023-05-23,2023,L,R,5,Sunny,77.0,220.0,74.0,3.51,1.62,0.223
0,0.3713,Player_029,2023-09-16,2023,R,L,5,Sunny,60.0,223.0,77.0,3.59,1.61,0.316
0,0.1903,Player_022,2022-06-18,2022,R,L,3,Cloudy,58.0,199.0,72.0,3.39,1.57,0.226
0,0.2411,Player_003,2023-05-08,2023,R,L,8,Sunny,89.0,179.0,74.0,3.4,1.62,0.272
0,0.1881,Player_025,2022-07-12,2022,R,R,1,Drizzle,72.0,202.0,76.0,3.47,1.68,0.244
0,0.1779,Player_025,2022-04-14,2022,R,R,1,Cloudy,57.0,195.0,73.0,3.58,1.56,0.283
0,0.2249,Player_037,2024-04-22,2024,R,R,8,Overcast,90.0,226.0,77.0,3.35,1.54,0.248
1,0.2685,Player_010,2023-06-17,2023,L,R,1,Drizzle,80.0,184.0,77.0,3.65,1.71,0.302
0,0.2516,Player_001,2024-07-22,2024,R,R,5,Sunny,84.0,194.0,74.0,3.4,1.66,0.277
1,0.2842,Player_029,2023-07-14,2023,L,R,2,Sunny,,222.0,73.0,3.35,1.61,0.251
0,0.1346,Player_028,2022-04-10,2022,R,L,7,Cloudy,73.0,236.0,71.0,3.54,1.77,0.307
0,0.2062,Player_020,2023-08-01,2023,R,L,2,Overcast,85.0,213.0,71.0,3.41,1.64,0.298
0,0.3351,Player_027,2022-04-11,2022,L,R,3,Cloudy,68.0,175.0,77.0,3.46,1.6,0.269
1,0.1849,Player_007,2024-08-24,2024,R,R,5,Sunny,82.0,220.0,72.0,3.32,1.56,0.269
0,0.2751,Player_005,2024-04-07,2024,L,R,4,Cloudy,90.0,177.0,77.0,3.49,1.6,0.267
1,0.3005,Player_016,2024-04-04,2024,R,R,2,Sunny,88.0,179.0,72.0,3.42,1.58,0.274
0,0.2452,Player_035,2024-07-02,2024,L,R,1,Sunny,77.0,218.0,72.0,3.37,1.76,0.306
0,0.2739,Player_020,2024-08-22,2024,R,L,1,Drizzle,56.0,199.0,74.0,3.45,1.77,0.227
1,0.1935,Player_025,2024-08-15,2024,L,R,2,Sunny,55.0,176.0,72.0,3.61,1.62,0.259
1,0.3122,Player_039,2023-07-18,2023,S,L,3,Sunny,72.0,201.0,73.0,3.61,1.58,0.295
0,0.3056,Player_012,2024-05-02,2024,R,R,2,Sunny,81.0,199.0,73.0,3.44,1.54,0.316
1,0.2839,Player_019,2023-09-19,2023,R,R,5,Overcast,58.0,214.0,76.0,3.69,1.71,0.235
0,0.3287,Player_027,2022-04-04,2022,R,L,8,Sunny,71.0,236.0,76.0,3.35,1.76,0.224
1,0.2269,Player_006,2024-06-01,2024,R,L,7,Sunny,71.0,181.0,75.0,3.64,1.62,0.301
0,0.2368,Player_016,2024-08-13,2024,R,R,3,Sunny,73.0,218.0,77.0,3.69,1.76,0.317
0,0.3961,Player_022,2022-07-21,2022,L,R,4,Cloudy,,217.0,72.0,3.53,1.57,0.291
0,0.4089,Player_012,2024-08-20,2024,R,R,7,Sunny,,238.0,75.0,3.32,1.68,0.275
1,0.2215,Player_008,2022-08-16,2022,L,L,9,Overcast,,200.0,73.0,3.67,1.52,0.243
0,0.272,Player_017,2024-09-16,2024,R,R,5,Overcast,,185.0,73.0,3.47,1.67,0.316
0,0.3732,Player_035,2024-07-01,2024,L,R,2,Cloudy,91.0,233.0,75.0,3.37,1.69,0.292
0,0.2745,Player_016,2023-08-26,2023,R,R,8,Sunny,67.0,178.0,72.0,3.66,1.69,0.289
1,0.3216,Player_033,2024-04-28,2024,R,R,5,Cloudy,91.0,204.0,71.0,3.47,1.73,0.308
0,0.3346,Player_027,2024-05-01,2024,R,R,1,Sunny,93.0,217.0,73.0,3.5,1.53,0.308
0,0.2406,Player_005,2024-04-08,2024,R,R,3,Sunny,67.0,181.0,70.0,3.53,1.58,
0,0.3093,Player_036,2024-05-06,2024,R,R,5,Overcast,71.0,194.0,74.0,3.66,1.71,0.222
0,0.2796,Player_023,2024-04-20,2024,R,R,8,Sunny,,181.0,75.0,3.5,1.68,0.242
0,0.1948,Player_022,2023-08-27,2023,R,R,8,Sunny,73.0,229.0,71.0,3.66,1.78,0.311
0,0.2107,Player_027,2024-06-28,2024,R,R,2,Sunny,83.0,191.0,73.0,3.37,1.74,0.273
1,0.2343,Player_001,2023-06-19,2023,R,R,7,Sunny,65.0,214.0,72.0,3.55,1.64,0.285
0,0.335,Player_010,2023-07-25,2023,L,L,9,Sunny,93.0,190.0,70.0,3.51,1.66,0.255
0,0.3373,Player_031,2022-06-04,2022,L,L,8,Sunny,82.0,220.0,71.0,3.43,1.7,0.262
0,0.3525,Player_025,2023-07-12,2023,L,R,7,Overcast,58.0,226.0,73.0,3.39,1.5,0.25
0,0.3108,Player_015,2024-03-31,2024,R,R,8,Sunny,64.0,177.0,74.0,3.33,1.61,0.314
0,0.3289,Player_018,2024-08-06,2024,L,R,6,Sunny,79.0,221.0,74.0,3.4,1.54,
1,0.2994,Player_024,2024-09-03,2024,R,R,6,Drizzle,66.0,217.0,70.0,3.57,1.57,0.304
0,0.3085,Player_019,2022-04-08,2022,R,R,5,Cloudy,71.0,179.0,70.0,3.41,1.75,0.236
0,0.3333,Player_018,2023-04-15,2023,L,R,9,Overcast,80.0,192.0,70.0,3.59,1.66,0.252
1,0.1817,Player_022,2023-04-25,2023,R,R,4,Sunny,68.0,230.0,76.0,3.65,1.76,0.238
0,0.1947,Player_011,2022-07-19,2022,R,L,7,Sunny,91.0,203.0,75.0,3.58,1.77,
0,0.228,Player_022,2023-08-16,2023,L,R,1,Sunny,79.0,181.0,73.0,3.62,1.74,0.287
0,0.3475,Player_027,2023-08-27,2023,L,L,4,Overcast,71.0,216.0,70.0,3.53,1.73,0.234
0,0.4158,Player_028,2024-08-18,2024,L,R,9,Overcast,66.0,226.0,70.0,3.68,1.55,0.274
0,0.1482,Player_024,2022-07-13,2022,L,R,3,Sunny,,203.0,73.0,3.61,1.58,0.22
1,0.4095,Player_018,2024-08-04,2024,L,R,8,Sunny,56.0,182.0,76.0,3.43,1.71,0.318
0,0.2561,Player_026,2024-05-20,2024,R,L,5,Sunny,58.0,183.0,70.0,3.59,1.59,0.224
0,0.3709,Player_028,2024-08-12,2024,L,R,2,Sunny,86.0,199.0,74.0,3.57,1.61,0.295
0,0.3055,Player_012,2022-05-03,2022,L,L,1,Sunny,85.0,206.0,74.0,3.6,1.78,0.307
0,0.3808,Player_019,2022-09-21,2022,R,R,2,Drizzle,58.0,223.0,77.0,3.43,1.71,0.32
0,0.2647,Player_027,2024-04-07,2024,R,L,5,Sunny,77.0,219.0,72.0,3.5,1.53,0.285
0,0.1846,Player_026,2022-09-17,2022,R,R,3,Sunny,68.0,191.0,72.0,3.65,1.72,0.281
0,0.2726,Player_019,2022-06-22,2022,R,R,9,Cloudy,82.0,219.0,74.0,3.69,1.74,0.276
1,0.2861,Player_010,2024-07-25,2024,R,L,7,Sunny,78.0,182.0,73.0,3.44,1.77,0.296
1,0.2549,Player_036,2024-04-28,2024,L,L,2,Drizzle,86.0,186.0,71.0,3.49,1.71,0.307
0,0.326,Player_021,2024-05-27,2024,S,R,5,Sunny,79.0,226.0,75.0,3.43,1.53,0.273
0,0.2454,Player_021,2022-09-03,2022,R,L,7,Overcast,62.0,233.0,77.0,3.59,1.73,0.292
0,0.2083,Player_018,2023-04-03,2023,S,L,6,Sunny,81.0,219.0,77.0,3.32,1.7,0.316
0,0.224,Player_030,2024-05-04,2024,L,R,1,Sunny,88.0,204.0,70.0,3.68,1.64,0.231
0,0.2526,Player_012,2023-07-23,2023,R,R,1,Cloudy,94.0,232.0,76.0,3.52,1.73,0.279
0,0.2943,Player_037,2022-08-23,2022,R,R,6,Overcast,83.0,197.0,75.0,3.41,1.66,
1,0.1628,Player_002,2022-06-17,2022,L,R,9,Sunny,71.0,216.0,75.0,3.31,1.78,0.264
0,0.2254,Player_000,2023-04-16,2023,R,R,1,Sunny,75.0,219.0,73.0,3.52,1.78,0.293
0,0.1402,Player_020,2022-04-27,2022,R,R,2,Sunny,60.0,179.0,76.0,3.53,1.57,0.258
0,0.2568,Player_034,2024-09-07,2024,L,R,2,Sunny,80.0,237.0,74.0,3.58,1.63,0.23
0,0.3638,Player_000,2022-05-09,2022,R,R,3,Overcast,60.0,216.0,70.0,3.51,1.56,0.303
0,0.197,Player_027,2022-07-14,2022,R,R,9,Drizzle,65.0,190.0,71.0,3.51,1.6,0.244
0,0.3492,Player_015,2024-09-15,2024,L,R,9,Cloudy,75.0,228.0,75.0,3.42,1.57,0.27
1,0.4794,Player_000,2024-06-06,2024,R,R,3,Sunny,74.0,199.0,73.0,3.38,1.65,0.235
1,0.3717,Player_014,2024-04-11,2024,L,L,7,Cloudy,70.0,180.0,74.0,3.4,1.5,0.319
1,0.3093,Player_025,2024-08-24,2024,L,R,1,Cloudy,80.0,218.0,76.0,3.45,1.74,0.258
0,0.3101,Player_025,2022-08-20,2022,R,L,5,Sunny,91.0,183.0,72.0,3.61,1.55,0.302
0,0.1841,Player_033,2023-07-27,2023,R,R,6,Sunny,91.0,213.0,77.0,3.35,1.58,0.258
0,0.1599,Player_039,2022-09-10,2022,L,L,8,Cloudy,,219.0,71.0,3.56,1.55,0.255
0,0.282,Player_002,2023-08-18,2023,S,R,8,Overcast,77.0,185.0,73.0,3.32,1.61,0.244
0,0.3079,Player_034,2024-08-01,2024,R,R,1,Sunny,73.0,226.0,72.0,3.32,1.52,0.26
1,0.3766,Player_000,2024-05-30,2024,L,R,4,Overcast,90.0,204.0,75.0,3.41,1.76,0.308
0,0.2102,Player_039,2022-04-12,2022,R,L,1,Overcast,89.0,197.0,70.0,3.44,1.62,0.286
0,0.2835,Player_030,2023-08-09,2023,L,L,1,Drizzle,57.0,181.0,72.0,3.38,1.78,0.225
0,0.2911,Player_038,2024-08-30,2024,S,R,2,Drizzle,86.0,222.0,72.0,3.65,1.51,0.274
0,0.2408,Player_002,2023-08-04,2023,R,L,9,Sunny,56.0,185.0,75.0,3.42,1.55,0.27
0,0.2749,Player_002,2022-07-27,2022,R,R,3,Sunny,83.0,185.0,70.0,3.49,1.75,0.289
0,0.2402,Player_039,2023-08-08,2023,L,R,7,Overcast,68.0,192.0,75.0,3.7,1.64,0.296
0,0.2696,Player_011,2023-05-20,2023,R,L,7,Overcast,76.0,203.0,75.0,3.4,1.52,0.277
0,0.3137,Player_015,2023-04-22,2023,L,R,8,Sunny,86.0,232.0,75.0,3.55,1.51,0.308
1,0.2692,Player_011,2023-07-23,2023,L,R,5,Cloudy,64.0,223.0,74.0,3.6,1.77,0.284
0,0.3166,Player_006,2023-09-17,2023,L,L,9,Overcast,60.0,222.0,75.0,3.41,1.58,0.254
0,0.3519,Player_002,2023-04-25,2023,R,R,4,Sunny,77.0,187.0,71.0,3.32,1.62,0.258
0,0.3174,Player_005,2023-04-13,2023,L,L,8,Sunny,88.0,217.0,74.0,3.62,1.77,0.306
0,0.207,Player_033,2022-08-06,2022,R,R,8,Sunny,59.0,197.0,75.0,3.42,1.7,0.246
0,0.287,Player_001,2022-06-16,2022,R,R,5,Sunny,70.0,205.0,71.0,3.43,1.73,0.234
0,0.2362,Player_035,2023-09-10,2023,L,R,3,Cloudy,76.0,215.0,71.0,3.47,1.64,0.295
0,0.3068,Player_008,2024-06-23,2024,L,R,2,Sunny,64.0,185.0,72.0,3.32,1.71,0.263
0,0.2065,Player_024,2024-07-02,2024,L,L,1,Overcast,89.0,197.0,73.0,3.64,1.68,0.243
0,0.3694,Player_010,2022-04-12,2022,R,R,5,Sunny,78.0,200.0,70.0,3.65,1.55,0.303
0,0.3348,Player_035,2023-09-19,2023,R,R,4,Overcast,75.0,231.0,77.0,3.65,1.67,0.238
0,0.3807,Player_001,2023-05-30,2023,L,R,2,Sunny,60.0,237.0,75.0,3.37,1.78,0.293
1,0.3536,Player_028,2023-06-18,2023,R,R,7,Overcast,57.0,237.0,76.0,3.69,1.6,0.254
0,0.2811,Player_037,2024-07-22,2024,L,R,2,Sunny,61.0,209.0,76.0,3.56,1.65,0.291
0,0.2502,Player_017,2024-09-01,2024,R,R,5,Cloudy,56.0,216.0,74.0,3.54,1.62,0.297
0,0.4019,Player_018,2022-08-22,2022,R,R,4,Sunny,76.0,221.0,76.0,3.59,1.71,0.236
0,0.2684,Player_005,2023-08-18,2023,R,R,9,Cloudy,89.0,225.0,74.0,3.6,1.69,0.302
0,0.1852,Player_035,2023-04-20,2023,R,R,1,Sunny,,218.0,76.0,3.47,1.64,0.282
0,0.3505,Player_038,2023-04-16,2023,R,R,8,Sunny,63.0,233.0,70.0,3.53,1.51,0.306
0,0.3101,Player_019,2022-08-28,2022,L,R,7,Cloudy,62.0,199.0,76.0,3.53,1.58,0.223
1,0.3754,Player_027,2023-09-12,2023,L,L,8,Sunny,76.0,220.0,73.0,3.3,1.59,0.296
0,0.317,Player_030,2022-07-22,2022,L,R,8,Drizzle,86.0,214.0,73.0,3.3,1.72,0.319
1,0.2486,Player_014,2024-09-10,2024,R,L,7,Cloudy,86.0,225.0,72.0,3.49,1.62,0.29
1,0.3868,Player_000,2024-05-27,2024,R,R,4,Sunny,75.0,235.0,73.0,3.52,1.61,0.312
0,0.1423,Player_005,2023-06-03,2023,R,L,6,Drizzle,65.0,180.0,73.0,3.58,1.63,0.261
0,0.209,Player_035,2024-04-30,2024,R,L,4,Sunny,74.0,230.0,72.0,3.6,1.63,0.29
0,0.2379,Player_031,2024-08-20,2024,L,R,9,Overcast,84.0,228.0,77.0,3.53,1.72,0.277
1,0.1263,Player_003,2023-07-30,2023,R,R,3,Sunny,90.0,231.0,74.0,3.41,1.7,0.254
0,0.3611,Player_032,2024-05-10,2024,L,R,6,Cloudy,58.0,192.0,76.0,3.55,1.73,0.282
0,0.261,Player_035,2024-09-26,2024,L,R,2,Overcast,,212.0,77.0,3.4,1.56,0.256
0,0.3134,Player_021,2022-04-06,2022,R,L,4,Sunny,84.0,179.0,74.0,3.63,1.72,0.315
1,0.3072,Player_018,2023-08-17,2023,S,R,9,Cloudy,,178.0,72.0,3.47,1.59,0.3
0,0.3225,Player_039,2023-05-08,2023,R,R,2,Sunny,57.0,213.0,75.0,3.66,1.5,0.307
0,0.2681,Player_034,2024-08-19,2024,L,R,8,Cloudy,67.0,238.0,70.0,3.35,1.69,0.284
0,0.2265,Player_015,2024-06-26,2024,R,R,8,Sunny,66.0,189.0,75.0,3.58,1.5,0.304
0,0.2763,Player_019,2023-05-13,2023,L,L,4,Sunny,59.0,226.0,70.0,3.47,1.53,0.257
1,0.3443,Player_037,2022-04-11,2022,R,R,4,Sunny,65.0,180.0,73.0,3.35,1.51,0.286
1,0.2765,Player_036,2023-07-21,2023,R,R,1,Cloudy,62.0,179.0,72.0,3.52,1.68,0.253
0,0.2209,Player_025,2024-04-28,2024,L,L,8,Drizzle,90.0,214.0,76.0,3.38,1.56,0.279
0,0.2161,Player_025,2023-06-20,2023,L,R,6,Drizzle,58.0,193.0,75.0,3.42,1.74,0.227
1,0.3143,Player_029,2022-09-19,2022,L,R,9,Cloudy,76.0,181.0,74.0,3.48,1.61,0.299
0,0.2112,Player_011,2023-09-07,2023,S,L,3,Overcast,68.0,234.0,75.0,3.45,1.6,0.262
0,0.275,Player_036,2024-06-27,2024,R,R,4,Overcast,88.0,232.0,75.0,3.46,1.65,0.318
0,0.2333,Player_011,2022-08-10,2022,R,L,7,Cloudy,73.0,175.0,71.0,3.46,1.73,0.306
0,0.2189,Player_033,2023-08-27,2023,R,L,4,Sunny,78.0,238.0,70.0,3.31,1.71,0.281
1,0.3006,Player_032,2022-07-19,2022,R,R,3,Cloudy,70.0,176.0,77.0,3.45,1.56,0.247
0,0.3088,Player_011,2023-05-08,2023,L,L,2,Sunny,87.0,222.0,74.0,3.46,1.73,0.283
0,0.3876,Player_032,2022-08-25,2022,R,L,9,Overcast,81.0,225.0,75.0,3.54,1.65,0.296
0,0.3531,Player_034,2022-04-16,2022,L,R,5,Sunny,77.0,193.0,72.0,3.49,1.8,0.267
0,0.3616,Player_019,2024-07-03,2024,R,L,7,Sunny,70.0,183.0,76.0,3.37,1.66,0.279
1,0.2227,Player_021,2022-08-19,2022,R,R,6,Overcast,72.0,211.0,70.0,3.54,1.59,0.308
0,0.1679,Player_020,2022-07-12,2022,R,R,6,Sunny,65.0,232.0,73.0,3.31,1.73,0.234
0,0.249,Player_001,2023-06-02,2023,R,L,3,Drizzle,81.0,177.0,75.0,3.43,1.51,0.27
0,0.3601,Player_021,2022-06-14,2022,L,R,3,Drizzle,66.0,230.0,73.0,3.55,1.72,0.307
0,0.2991,Player_026,2022-06-22,2022,R,L,5,Cloudy,66.0,215.0,77.0,3.55,1.66,0.259
0,0.3848,Player_022,2023-08-12,2023,L,R,2,Cloudy,73.0,239.0,70.0,3.37,1.55,0.308
0,0.0724,Player_019,2023-09-26,2023,R,L,5,Sunny,91.0,192.0,75.0,3.44,1.51,0.276
1,0.3877,Player_020,2023-08-19,2023,L,R,1,Sunny,72.0,216.0,77.0,3.48,1.51,0.26
1,0.2935,Player_021,2024-05-26,2024,L,L,3,Overcast,91.0,204.0,70.0,3.46,1.52,0.319
0,0.1919,Player_037,2023-04-21,2023,L,R,6,Sunny,76.0,216.0,75.0,3.57,1.65,0.236
0,0.3206,Player_016,2023-06-25,2023,L,L,1,Sunny,57.0,186.0,70.0,3.6,1.71,0.255
0,0.2819,Player_008,2024-09-01,2024,L,L,1,Sunny,78.0,207.0,74.0,3.32,1.54,0.242
0,0.3067,Player_002,2023-07-24,2023,R,R,2,Cloudy,91.0,239.0,72.0,3.6,1.55,0.318
0,0.3499,Player_034,2024-05-27,2024,R,R,7,Cloudy,90.0,229.0,76.0,3.65,1.74,0.235
1,0.3301,Player_007,2023-04-17,2023,L,R,8,Sunny,62.0,188.0,71.0,3.67,1.57,0.232
1,0.1669,Player_016,2023-05-16,2023,L,L,1,Sunny,65.0,178.0,72.0,3.32,1.75,0.246
0,0.26,Player_030,2024-08-06,2024,L,L,3,Overcast,82.0,202.0,70.0,3.65,1.53,0.281
1,0.1668,Player_007,2022-07-30,2022,R,R,1,Sunny,72.0,189.0,75.0,3.37,1.75,0.246
0,0.3454,Player_009,2024-06-20,2024,L,R,1,Sunny,87.0,191.0,70.0,3.44,1.72,0.253
0,0.3979,Player_025,2023-05-31,2023,L,R,9,Sunny,75.0,186.0,75.0,3.45,1.54,0.273
0,0.2131,Player_025,2023-05-02,2023,L,R,4,Overcast,64.0,210.0,72.0,3.42,1.6,0.284
